card_number,country_code,merchant,amount,mcc
card_281,USA,Verizon,494.86,Telecom
card_266,USA,Marriott International,887.05,Hotels
card_382,USA,Airbnb,1305.09,Hotels
card_192,FRA,Air France-KLM,1472.07,Travel
card_102,USA,Adidas,410.55,Retail
card_236,USA,Regal Cinemas,42.24,Streaming
card_65,DEU,Aldi,231.71,Groceries
card_378,GBR,BP,127.5,Energy
card_335,USA,Charter Communications,956.27,Telecom
card_408,USA,Subway,68.14,Restaurants
card_299,GBR,British Airways,208.43,Travel
card_35,HKG,Cathay Pacific,1288.24,Travel
card_99,USA,Zara,441.95,Retail
card_268,USA,Hyatt,1278.1,Hotels
card_85,USA,Panera Bread,269.0,Restaurants
card_404,USA,Williams-Sonoma,67.15,Retail
card_482,USA,Shopify,44.76,E-commerce
card_267,USA,Williams-Sonoma,451.08,Retail
card_347,USA,Bloomingdales,512.88,Retail
card_167,FRA,Carrefour,191.71,Groceries
card_71,USA,Comcast,926.75,Telecom
card_216,USA,T-Mobile,24.02,Telecom
card_474,USA,Macys,479.46,Retail
card_195,USA,InterContinental Hotels,1047.2,Hotels
card_85,USA,Google,3641.26,Technology
card_30,USA,Wendys,210.83,Restaurants
card_313,USA,General Motors,758.73,Automotive
card_235,USA,ExxonMobil,80.9,Energy
card_236,USA,eBay,21.14,E-commerce
card_129,USA,Tesla,4041.74,Automotive
card_287,USA,IKEA,282.37,Retail
card_481,USA,H&M,214.65,Retail
card_285,USA,Uber,957.66,Retail
card_361,FRA,Air France-KLM,62.85,Travel
card_277,USA,Delta Air Lines,1496.84,Travel
card_232,HKG,Cathay Pacific,1031.39,Travel
card_221,GBR,Tesco,250.26,Groceries
card_77,USA,Regal Cinemas,18.26,Streaming
card_170,USA,Kohls,19.24,Retail
card_243,FRA,Carrefour,223.98,Groceries
card_230,HKG,Cathay Pacific,1259.51,Travel
card_237,FRA,Carrefour,224.74,Groceries
card_77,USA,Whole Foods,51.43,Groceries
card_472,GBR,BP,158.08,Energy
card_299,USA,Expedia,1164.94,Hotels
card_303,USA,Spotify,34.63,Streaming
card_462,USA,Shell,160.24,Energy
card_288,USA,Apple,4245.02,Technology
card_286,USA,Southwest Airlines,939.73,Travel
card_156,USA,Ford,534.16,Automotive
card_454,USA,Whole Foods,151.41,Groceries
card_1,USA,T-Mobile,82.26,Telecom
card_282,USA,KFC,128.19,Restaurants
card_318,FRA,Carrefour,128.06,Groceries
card_278,USA,Whole Foods,29.14,Groceries
card_153,ARE,Emirates,555.79,Travel
card_62,USA,Ford,643.89,Automotive
card_265,USA,TJX Companies,809.19,Retail
card_420,FRA,Carrefour,284.83,Groceries
card_201,GBR,British Airways,154.86,Travel
card_382,USA,Uniqlo,955.34,Retail
card_64,USA,McDonalds,161.55,Restaurants
card_125,USA,Microsoft,1567.87,Technology
card_60,USA,Spotify,8.46,Streaming
card_168,USA,Gap Inc,503.12,Retail
card_78,FRA,Carrefour,240.41,Groceries
card_205,GBR,British Airways,1075.28,Travel
card_471,USA,Wayfair,7.26,E-commerce
card_85,USA,Neiman Marcus,77.54,Retail
card_184,USA,AMC Theatres,23.13,Streaming
card_45,USA,H&M,298.81,Retail
card_189,USA,Disney,15.46,Streaming
card_9,USA,Uber,284.6,Retail
card_301,USA,Ticketmaster,804.47,Ticketing
card_223,USA,Best Buy,929.58,Retail
card_115,USA,Shopify,23.23,E-commerce
card_496,USA,Bed Bath & Beyond,906.58,Retail
card_388,USA,McDonalds,103.23,Restaurants
card_416,USA,Bloomingdales,479.05,Retail
card_337,USA,United Airlines,377.74,Travel
card_284,USA,KFC,195.74,Restaurants
card_477,USA,Netflix,49.05,Streaming
card_359,USA,Comcast,605.48,Telecom
card_217,USA,IKEA,361.03,Retail
card_450,USA,Saks Fifth Avenue,649.58,Retail
card_401,USA,American Airlines,228.23,Travel
card_256,USA,Taco Bell,267.71,Restaurants
card_194,USA,Microsoft,2565.11,Technology
card_315,USA,Comcast,452.1,Telecom
card_282,USA,Regal Cinemas,31.36,Streaming
card_160,USA,Google,3161.44,Technology
card_68,USA,The Home Depot,76.42,Retail
card_385,USA,The Home Depot,684.2,Retail
card_367,USA,Taco Bell,80.16,Restaurants
card_67,USA,Charter Communications,715.38,Telecom
card_408,USA,Panera Bread,248.54,Restaurants
card_54,USA,Taco Bell,243.15,Restaurants
card_112,USA,Lululemon,554.74,Retail
card_453,USA,Microsoft,2648.83,Technology
card_89,USA,Walmart,51.43,Groceries
card_416,USA,Chevron,161.81,Energy
card_408,USA,Spotify,17.21,Streaming
card_81,DEU,Lidl,154.04,Groceries
card_235,USA,Shopify,17.79,E-commerce
card_496,USA,Five Guys,48.81,Restaurants
card_182,GBR,BP,137.02,Energy
card_142,USA,TJX Companies,59.06,Retail
card_205,USA,American Airlines,1135.54,Travel
card_371,USA,Williams-Sonoma,321.0,Retail
card_353,FRA,Carrefour,10.04,Groceries
card_146,USA,Amazon,28.0,E-commerce
card_220,USA,Costco,23.59,Groceries
card_341,USA,Kroger,90.09,Groceries
card_303,USA,T-Mobile,708.44,Telecom
card_73,USA,Tesla,407.18,Automotive
card_434,USA,Macys,840.14,Retail
card_131,USA,Chevron,30.65,Energy
card_337,USA,Verizon,250.59,Telecom
card_74,USA,Target,224.86,Groceries
card_382,USA,Nike,319.69,Retail
card_10,USA,IKEA,106.38,Retail
card_167,USA,Verizon,363.43,Telecom
card_383,USA,Nike,274.04,Retail
card_6,USA,Dunkin,254.39,Restaurants
card_271,USA,Best Buy,316.78,Retail
card_19,FRA,Carrefour,238.79,Groceries
card_460,USA,Shake Shack,268.64,Restaurants
card_163,USA,Safeway,135.81,Groceries
card_147,USA,Nike,910.39,Retail
card_87,USA,Nike,380.43,Retail
card_50,USA,Booking.com,1447.91,Hotels
card_282,USA,IKEA,93.84,Retail
card_66,ARE,Emirates,1046.18,Travel
card_209,USA,T-Mobile,496.34,Telecom
card_369,GBR,British Airways,612.09,Travel
card_303,USA,Wayfair,33.47,E-commerce
card_38,USA,Charter Communications,705.34,Telecom
card_166,USA,Five Guys,11.27,Restaurants
card_443,DEU,Lidl,58.42,Groceries
card_299,USA,AT&T,714.48,Telecom
card_291,USA,Disney,34.99,Streaming
card_24,USA,Pizza Hut,290.15,Restaurants
card_468,USA,Marriott International,1153.5,Hotels
card_264,USA,Nike,951.02,Retail
card_108,FRA,Air France-KLM,1068.68,Travel
card_152,USA,Booking.com,482.18,Hotels
card_171,USA,Spotify,9.74,Streaming
card_382,USA,Best Buy,782.91,Retail
card_390,USA,Kroger,196.8,Groceries
card_442,USA,Netflix,7.17,Streaming
card_37,USA,Whole Foods,114.41,Groceries
card_392,DEU,Lidl,287.47,Groceries
card_182,FRA,Air France-KLM,775.58,Travel
card_146,USA,Lululemon,435.57,Retail
card_417,USA,Comcast,460.41,Telecom
card_98,USA,Regal Cinemas,14.4,Streaming
card_271,USA,Apple,1906.67,Technology
card_132,USA,Target,117.25,Groceries
card_305,USA,General Motors,356.54,Automotive
card_310,GBR,BP,160.49,Energy
card_266,USA,AMC Theatres,23.74,Streaming
card_168,JPN,Toyota,4128.68,Automotive
card_118,USA,Walmart,256.6,Groceries
card_499,USA,Wendys,71.48,Restaurants
card_179,DEU,Lufthansa,1003.16,Travel
card_15,DEU,Lufthansa,734.81,Travel
card_250,USA,Pizza Hut,265.25,Restaurants
card_125,USA,Saks Fifth Avenue,219.66,Retail
card_308,JPN,Toyota,3421.28,Automotive
card_471,USA,Dominos Pizza,186.25,Restaurants
card_164,USA,Costco,95.64,Groceries
card_499,USA,Regal Cinemas,11.15,Streaming
card_74,USA,Chevron,140.78,Energy
card_374,USA,Ford,3719.13,Automotive
card_76,USA,United Airlines,507.66,Travel
card_475,USA,Kohls,646.61,Retail
card_318,USA,ExxonMobil,97.17,Energy
card_417,USA,Nike,714.64,Retail
card_114,FRA,Carrefour,67.77,Groceries
card_114,FRA,Carrefour,268.16,Groceries
card_430,USA,Shake Shack,93.35,Restaurants
card_62,USA,Whole Foods,116.66,Groceries
card_408,USA,eBay,7.61,E-commerce
card_332,FRA,Carrefour,42.34,Groceries
card_366,USA,Amazon,28.21,E-commerce
card_132,USA,Neiman Marcus,271.25,Retail
card_276,USA,Williams-Sonoma,836.3,Retail
card_358,USA,Universal Parks,5.66,Streaming
card_291,USA,Gap Inc,382.2,Retail
card_148,USA,Marriott International,539.15,Hotels
card_171,USA,Regal Cinemas,5.87,Streaming
card_478,USA,Verizon,128.75,Telecom
card_228,USA,Taco Bell,129.96,Restaurants
card_245,USA,Hilton,764.65,Hotels
card_206,USA,Nike,407.27,Retail
card_432,USA,Ticketmaster,533.28,Ticketing
card_57,USA,Spotify,31.78,Streaming
card_387,GBR,BP,31.69,Energy
card_94,USA,General Motors,2374.07,Automotive
card_284,USA,Bed Bath & Beyond,963.68,Retail
card_443,USA,Southwest Airlines,802.6,Travel
card_456,USA,InterContinental Hotels,1032.44,Hotels
card_26,USA,Booking.com,502.2,Hotels
card_352,USA,Lowes,775.12,Retail
card_244,USA,Adidas,774.06,Retail
card_234,USA,Uniqlo,523.69,Retail
card_221,USA,Best Buy,976.13,Retail
card_83,USA,PayPal,715.2,Technology
card_37,USA,Zara,21.86,Retail
card_256,USA,Taco Bell,233.35,Restaurants
card_483,USA,Tesla,4055.06,Automotive
card_376,USA,Shell,50.44,Energy
card_8,USA,ExxonMobil,75.15,Energy
card_13,DEU,Lidl,15.09,Groceries
card_260,USA,Pizza Hut,95.06,Restaurants
card_101,USA,United Airlines,1171.06,Travel
card_448,USA,Ross Stores,520.37,Retail
card_221,USA,Shopify,20.66,E-commerce
card_390,USA,Whole Foods,117.8,Groceries
card_255,USA,Marriott International,51.96,Hotels
card_68,FRA,Carrefour,96.94,Groceries
card_341,USA,Saks Fifth Avenue,648.23,Retail
card_208,FRA,Air France-KLM,1462.58,Travel
card_415,USA,Panera Bread,255.65,Restaurants
card_488,USA,Neiman Marcus,28.48,Retail
card_357,USA,Starbucks,270.58,Restaurants
card_58,USA,Netflix,40.24,Streaming
card_65,USA,Comcast,781.47,Telecom
card_416,USA,Uniqlo,460.71,Retail
card_1,USA,Neiman Marcus,401.02,Retail
card_171,USA,Southwest Airlines,489.23,Travel
card_20,DEU,Lufthansa,145.26,Travel
card_92,USA,AT&T,232.09,Telecom
card_109,DEU,Lidl,81.52,Groceries
card_392,USA,McDonalds,150.38,Restaurants
card_90,USA,Nordstrom,748.71,Retail
card_194,GBR,British Airways,737.02,Travel
card_422,USA,Safeway,26.77,Groceries
card_46,USA,Ross Stores,958.0,Retail
card_367,SGP,Singapore Airlines,1416.95,Travel
card_367,USA,Nordstrom,786.26,Retail
card_50,DEU,Lufthansa,1487.43,Travel
card_496,USA,Bloomingdales,546.76,Retail
card_275,USA,Southwest Airlines,1446.01,Travel
card_340,USA,Charter Communications,80.23,Telecom
card_269,USA,Publix,116.05,Groceries
card_301,GBR,Tesco,75.36,Groceries
card_15,USA,Comcast,199.85,Telecom
card_65,USA,ExxonMobil,53.94,Energy
card_38,USA,Lululemon,624.3,Retail
card_257,USA,Neiman Marcus,782.42,Retail
card_217,USA,Safeway,177.71,Groceries
card_425,USA,eBay,11.61,E-commerce
card_389,GBR,BP,167.89,Energy
card_419,USA,Burger King,194.43,Restaurants
card_428,FRA,Air France-KLM,612.84,Travel
card_190,USA,H&M,675.76,Retail
card_210,GBR,BP,74.18,Energy
card_58,USA,Ford,1791.44,Automotive
card_230,USA,Apple,4595.68,Technology
card_420,USA,Delta Air Lines,471.23,Travel
card_123,USA,Chick-fil-A,146.3,Restaurants
card_159,USA,Saks Fifth Avenue,890.69,Retail
card_448,USA,Taco Bell,215.24,Restaurants
card_241,USA,Amazon,7.8,E-commerce
card_268,USA,Trader Joes,52.72,Groceries
card_123,USA,Neiman Marcus,12.8,Retail
card_259,FRA,Air France-KLM,964.84,Travel
card_144,USA,Whole Foods,139.83,Groceries
card_8,USA,Nike,138.6,Retail
card_162,USA,Best Buy,958.14,Retail
card_11,USA,Regal Cinemas,28.83,Streaming
card_124,USA,eBay,15.89,E-commerce
card_427,USA,Ticketmaster,503.1,Ticketing
card_423,GBR,Tesco,207.09,Groceries
card_283,USA,KFC,32.11,Restaurants
card_10,USA,Panera Bread,89.66,Restaurants
card_317,USA,Chevron,167.18,Energy
card_410,USA,PayPal,2352.36,Technology
card_126,USA,Universal Parks,29.6,Streaming
card_490,USA,American Airlines,677.58,Travel
card_242,USA,Macys,48.68,Retail
card_296,USA,Kroger,58.07,Groceries
card_89,USA,Lowes,448.31,Retail
card_210,FRA,Air France-KLM,353.32,Travel
card_344,FRA,Carrefour,24.49,Groceries
card_215,USA,Whole Foods,254.66,Groceries
card_257,USA,Marriott International,1472.73,Hotels
card_266,USA,Spotify,40.69,Streaming
card_5,USA,Saks Fifth Avenue,854.52,Retail
card_254,USA,Booking.com,400.87,Hotels
card_296,USA,Expedia,1442.91,Hotels
card_69,USA,InterContinental Hotels,335.54,Hotels
card_393,USA,Shake Shack,285.91,Restaurants
card_25,USA,Delta Air Lines,1492.49,Travel
card_145,USA,CVS Health,713.16,Retail
card_394,USA,Dunkin,294.53,Restaurants
card_173,USA,Wayfair,30.63,E-commerce
card_290,USA,Nike,263.24,Retail
card_146,USA,The Home Depot,439.81,Retail
card_25,USA,Papa Johns,182.13,Restaurants
card_395,USA,Target,31.19,Groceries
card_301,GBR,Tesco,190.48,Groceries
card_255,USA,The Home Depot,981.27,Retail
card_297,GBR,British Airways,325.66,Travel
card_248,USA,Wendys,239.85,Restaurants
card_116,USA,Macys,908.36,Retail
card_485,USA,Subway,283.67,Restaurants
card_36,USA,Southwest Airlines,1442.2,Travel
card_257,USA,Best Buy,523.85,Retail
card_337,USA,Ford,4888.81,Automotive
card_495,USA,Best Buy,758.52,Retail
card_300,USA,United Airlines,284.42,Travel
card_35,USA,Expedia,741.51,Hotels
card_355,USA,AT&T,719.74,Telecom
card_392,USA,Amazon,16.13,E-commerce
card_479,USA,Charter Communications,642.41,Telecom
card_386,GBR,British Airways,1016.57,Travel
card_407,USA,eBay,12.32,E-commerce
card_160,USA,PayPal,2868.92,Technology
card_406,USA,Ford,3880.97,Automotive
card_98,DEU,Lufthansa,773.4,Travel
card_497,USA,Subway,13.51,Restaurants
card_7,USA,KFC,12.62,Restaurants
card_406,USA,Bed Bath & Beyond,360.24,Retail
card_12,FRA,Air France-KLM,1392.98,Travel
card_97,USA,Wayfair,15.29,E-commerce
card_204,USA,Regal Cinemas,33.55,Streaming
card_411,USA,Charter Communications,225.97,Telecom
card_222,USA,Kohls,325.06,Retail
card_367,USA,Kroger,255.93,Groceries
card_19,USA,KFC,221.37,Restaurants
card_267,USA,Hyatt,188.33,Hotels
card_434,USA,Verizon,431.56,Telecom
card_410,USA,Bloomingdales,34.02,Retail
card_148,USA,The Home Depot,483.49,Retail
card_435,USA,Universal Parks,34.81,Streaming
card_450,USA,Gap Inc,122.91,Retail
card_246,USA,Subway,93.78,Restaurants
card_445,USA,Williams-Sonoma,400.85,Retail
card_173,USA,Marriott International,1383.32,Hotels
card_320,USA,Williams-Sonoma,993.29,Retail
card_233,USA,Shell,37.63,Energy
card_341,HKG,Cathay Pacific,1153.46,Travel
card_446,USA,Comcast,374.87,Telecom
card_373,USA,Southwest Airlines,619.06,Travel
card_447,USA,Best Buy,755.49,Retail
card_465,USA,Southwest Airlines,1381.72,Travel
card_493,USA,InterContinental Hotels,1428.85,Hotels
card_267,USA,Neiman Marcus,579.24,Retail
card_63,GBR,BP,90.71,Energy
card_257,USA,Disney,40.44,Streaming
card_43,USA,PayPal,1329.91,Technology
card_95,USA,eBay,30.38,E-commerce
card_407,ARE,Emirates,569.94,Travel
card_183,USA,Publix,200.42,Groceries
card_430,USA,Zara,244.2,Retail
card_171,USA,Shell,62.57,Energy
card_414,USA,General Motors,4599.37,Automotive
card_68,USA,Chick-fil-A,39.52,Restaurants
card_485,USA,Amazon,27.77,E-commerce
card_410,USA,Macys,224.75,Retail
card_344,ARE,Emirates,106.45,Travel
card_107,USA,Verizon,40.84,Telecom
card_150,USA,Five Guys,60.81,Restaurants
card_430,USA,Starbucks,261.36,Restaurants
card_315,USA,eBay,17.71,E-commerce
card_53,USA,Bed Bath & Beyond,950.71,Retail
card_185,USA,Gap Inc,583.71,Retail
card_158,USA,Gap Inc,439.43,Retail
card_356,USA,Pizza Hut,178.23,Restaurants
card_438,USA,Walgreens,519.11,Retail
card_374,USA,AMC Theatres,39.14,Streaming
card_391,USA,Nike,286.08,Retail
card_414,USA,PayPal,1829.95,Technology
card_45,USA,Publix,269.29,Groceries
card_379,USA,TJX Companies,946.72,Retail
card_86,USA,Expedia,1344.21,Hotels
card_393,USA,Williams-Sonoma,422.35,Retail
card_58,USA,H&M,781.46,Retail
card_454,USA,Universal Parks,26.44,Streaming
card_415,USA,Wendys,154.29,Restaurants
card_182,USA,Hilton,346.79,Hotels
card_411,USA,Dunkin,181.43,Restaurants
card_345,USA,Walmart,63.98,Groceries
card_316,USA,Ford,1724.67,Automotive
card_212,USA,Target,257.96,Groceries
card_298,USA,Kohls,211.04,Retail
card_192,USA,Safeway,30.64,Groceries
card_465,USA,Uber,73.66,Retail
card_481,USA,Comcast,941.08,Telecom
card_200,USA,Shopify,27.81,E-commerce
card_22,USA,Chipotle,128.73,Restaurants
card_388,USA,Shell,167.85,Energy
card_487,DEU,Lidl,252.39,Groceries
card_166,USA,Amazon,19.95,E-commerce
card_163,USA,Uniqlo,695.15,Retail
card_440,USA,Adidas,772.27,Retail
card_444,USA,Lululemon,656.38,Retail
card_371,DEU,Lidl,53.96,Groceries
card_333,USA,Walgreens,876.5,Retail
card_214,USA,General Motors,2741.56,Automotive
card_232,USA,CVS Health,286.06,Retail
card_120,USA,Ticketmaster,428.1,Ticketing
card_126,USA,Macys,42.38,Retail
card_15,USA,Target,47.08,Groceries
card_99,USA,Dunkin,232.01,Restaurants
card_371,USA,Papa Johns,10.0,Restaurants
card_424,USA,Uniqlo,419.48,Retail
card_149,ARE,Emirates,807.64,Travel
card_115,USA,Hilton,129.22,Hotels
card_152,USA,Subway,292.19,Restaurants
card_287,USA,TJX Companies,229.99,Retail
card_225,USA,Netflix,18.69,Streaming
card_147,USA,Comcast,307.42,Telecom
card_469,HKG,Cathay Pacific,384.1,Travel
card_147,USA,Wendys,10.43,Restaurants
card_329,GBR,British Airways,1107.55,Travel
card_243,USA,Southwest Airlines,1451.93,Travel
card_370,GBR,British Airways,375.23,Travel
card_419,USA,Papa Johns,202.28,Restaurants
card_260,USA,Lowes,743.19,Retail
card_250,USA,Bed Bath & Beyond,849.18,Retail
card_282,USA,Best Buy,425.52,Retail
card_239,USA,Walgreens,306.42,Retail
card_92,USA,Gap Inc,328.67,Retail
card_482,USA,Spotify,37.07,Streaming
card_89,USA,eBay,41.76,E-commerce
card_403,USA,Marriott International,313.34,Hotels
card_146,USA,McDonalds,117.57,Restaurants
card_155,USA,Spotify,45.59,Streaming
card_45,JPN,Toyota,4052.8,Automotive
card_455,USA,Publix,295.61,Groceries
card_141,USA,Trader Joes,228.73,Groceries
card_391,USA,Booking.com,620.13,Hotels
card_333,USA,Saks Fifth Avenue,592.68,Retail
card_416,USA,Uber,662.71,Retail
card_299,USA,Gap Inc,83.06,Retail
card_412,USA,Shell,122.56,Energy
card_380,USA,The Home Depot,710.77,Retail
card_301,USA,Safeway,58.52,Groceries
card_459,USA,eBay,40.13,E-commerce
card_41,USA,Gap Inc,585.85,Retail
card_468,USA,Walmart,286.14,Groceries
card_2,USA,Chick-fil-A,22.3,Restaurants
card_373,USA,Uber,269.0,Retail
card_64,USA,Papa Johns,184.45,Restaurants
card_49,USA,Uniqlo,300.08,Retail
card_292,USA,Subway,217.18,Restaurants
card_123,USA,Wayfair,39.16,E-commerce
card_51,USA,TJX Companies,107.0,Retail
card_174,USA,Kroger,159.02,Groceries
card_380,HKG,Cathay Pacific,787.89,Travel
card_178,USA,Universal Parks,21.62,Streaming
card_100,USA,The Home Depot,933.26,Retail
card_442,USA,Spotify,42.24,Streaming
card_197,USA,Universal Parks,36.37,Streaming
card_190,USA,Lowes,715.76,Retail
card_482,USA,Hyatt,719.49,Hotels
card_177,USA,Costco,277.09,Groceries
card_138,USA,Etsy,36.26,E-commerce
card_140,USA,Macys,730.34,Retail
card_299,USA,Walgreens,862.38,Retail
card_164,USA,AMC Theatres,17.33,Streaming
card_446,USA,Delta Air Lines,1220.25,Travel
card_106,USA,Pizza Hut,66.62,Restaurants
card_314,USA,American Airlines,550.75,Travel
card_473,USA,Macys,338.93,Retail
card_197,USA,Walmart,293.77,Groceries
card_460,USA,Pizza Hut,258.4,Restaurants
card_246,USA,Lululemon,702.66,Retail
card_105,USA,Panera Bread,220.85,Restaurants
card_180,USA,Five Guys,173.0,Restaurants
card_234,USA,Disney,47.62,Streaming
card_449,FRA,Carrefour,153.92,Groceries
card_85,USA,Williams-Sonoma,383.62,Retail
card_189,USA,Charter Communications,167.22,Telecom
card_4,USA,T-Mobile,787.27,Telecom
card_101,DEU,Aldi,222.99,Groceries
card_104,USA,AMC Theatres,22.3,Streaming
card_354,USA,Chipotle,17.31,Restaurants
card_189,USA,Google,4211.09,Technology
card_274,USA,Bloomingdales,16.36,Retail
card_416,USA,Saks Fifth Avenue,705.18,Retail
card_474,DEU,Aldi,291.37,Groceries
card_194,USA,Uber,440.47,Retail
card_252,USA,Apple,1251.37,Technology
card_478,USA,Trader Joes,214.41,Groceries
card_343,USA,Shake Shack,246.97,Restaurants
card_445,USA,Wendys,168.46,Restaurants
card_425,USA,Dominos Pizza,290.44,Restaurants
card_183,USA,Southwest Airlines,124.92,Travel
card_343,USA,Kohls,507.27,Retail
card_435,USA,eBay,37.33,E-commerce
card_305,USA,Panera Bread,260.17,Restaurants
card_27,USA,Target,61.98,Groceries
card_163,USA,Expedia,1210.01,Hotels
card_420,GBR,Tesco,170.29,Groceries
card_201,USA,Verizon,399.57,Telecom
card_367,USA,Panera Bread,48.2,Restaurants
card_391,USA,Spotify,43.94,Streaming
card_494,FRA,Carrefour,55.61,Groceries
card_173,USA,Tesla,1617.96,Automotive
card_174,USA,Chevron,79.31,Energy
card_326,GBR,Tesco,262.71,Groceries
card_308,USA,AT&T,674.34,Telecom
card_444,USA,Hilton,1205.19,Hotels
card_401,USA,Uniqlo,254.22,Retail
card_482,USA,PayPal,3161.88,Technology
card_439,USA,Gap Inc,573.89,Retail
card_155,USA,Verizon,833.67,Telecom
card_33,USA,Verizon,906.56,Telecom
card_113,USA,Williams-Sonoma,17.1,Retail
card_314,USA,Nordstrom,675.65,Retail
card_81,USA,Delta Air Lines,125.16,Travel
card_52,DEU,Lufthansa,845.85,Travel
card_461,USA,Trader Joes,93.41,Groceries
card_20,USA,Macys,310.24,Retail
card_385,GBR,British Airways,561.79,Travel
card_35,USA,CVS Health,623.19,Retail
card_390,USA,T-Mobile,337.38,Telecom
card_439,USA,Delta Air Lines,1112.41,Travel
card_311,USA,Dominos Pizza,127.31,Restaurants
card_1,USA,Whole Foods,29.82,Groceries
card_256,USA,General Motors,3940.42,Automotive
card_293,USA,Adidas,289.33,Retail
card_301,USA,IKEA,435.6,Retail
card_199,USA,Charter Communications,687.02,Telecom
card_397,HKG,Cathay Pacific,532.06,Travel
card_401,USA,Nike,61.3,Retail
card_200,USA,Airbnb,592.19,Hotels
card_239,USA,Regal Cinemas,47.5,Streaming
card_356,USA,Publix,196.1,Groceries
card_147,USA,Zara,673.12,Retail
card_152,USA,Charter Communications,634.12,Telecom
card_66,USA,The Home Depot,203.0,Retail
card_273,USA,Netflix,23.83,Streaming
card_204,USA,Wendys,227.77,Restaurants
card_123,USA,McDonalds,39.4,Restaurants
card_372,USA,Southwest Airlines,452.89,Travel
card_184,JPN,Toyota,1453.96,Automotive
card_233,DEU,Lufthansa,676.43,Travel
card_32,USA,Subway,294.31,Restaurants
card_159,USA,Bloomingdales,72.17,Retail
card_185,USA,TJX Companies,521.11,Retail
card_215,USA,Bed Bath & Beyond,183.47,Retail
card_322,USA,Taco Bell,291.5,Restaurants
card_163,USA,Shopify,10.1,E-commerce
card_440,USA,Zara,406.58,Retail
card_448,USA,Ross Stores,739.2,Retail
card_53,USA,Subway,214.32,Restaurants
card_102,USA,Trader Joes,132.59,Groceries
card_147,USA,Uniqlo,349.79,Retail
card_349,USA,Charter Communications,400.62,Telecom
card_498,JPN,Toyota,1394.95,Automotive
card_344,USA,Taco Bell,69.55,Restaurants
card_24,USA,AMC Theatres,26.74,Streaming
card_487,USA,Bed Bath & Beyond,272.19,Retail
card_456,USA,Burger King,93.36,Restaurants
card_280,USA,Hilton,1002.3,Hotels
card_420,USA,Bed Bath & Beyond,968.69,Retail
card_94,USA,Comcast,605.62,Telecom
card_122,DEU,Aldi,32.32,Groceries
card_167,USA,Walmart,31.92,Groceries
card_109,USA,American Airlines,1429.56,Travel
card_375,USA,Walgreens,300.8,Retail
card_301,USA,Apple,551.13,Technology
card_493,USA,PayPal,3035.32,Technology
card_87,USA,American Airlines,954.29,Travel
card_398,USA,Wayfair,34.18,E-commerce
card_386,USA,Trader Joes,87.55,Groceries
card_463,USA,Chipotle,14.38,Restaurants
card_405,USA,American Airlines,1449.27,Travel
card_236,DEU,Aldi,82.76,Groceries
card_46,USA,Google,3412.53,Technology
card_313,USA,PayPal,3562.49,Technology
card_469,USA,H&M,611.96,Retail
card_435,GBR,Tesco,100.74,Groceries
card_338,USA,Zara,274.74,Retail
card_460,USA,Ticketmaster,599.68,Ticketing
card_299,USA,Chick-fil-A,261.17,Restaurants
card_470,GBR,Tesco,284.55,Groceries
card_249,DEU,Lufthansa,203.56,Travel
card_375,USA,United Airlines,274.5,Travel
card_268,USA,American Airlines,1419.87,Travel
card_284,USA,CVS Health,737.85,Retail
card_489,USA,Hyatt,1330.34,Hotels
card_194,USA,Taco Bell,68.76,Restaurants
card_302,USA,KFC,180.4,Restaurants
card_283,USA,Lowes,702.63,Retail
card_410,GBR,British Airways,1036.16,Travel
card_306,USA,ExxonMobil,99.39,Energy
card_8,USA,Bed Bath & Beyond,20.32,Retail
card_101,JPN,Toyota,2956.34,Automotive
card_255,USA,Dominos Pizza,83.4,Restaurants
card_440,USA,Burger King,140.57,Restaurants
card_146,USA,Five Guys,287.7,Restaurants
card_353,USA,Hilton,628.6,Hotels
card_120,USA,Disney,42.79,Streaming
card_9,USA,Ross Stores,192.6,Retail
card_194,USA,Shake Shack,205.01,Restaurants
card_59,USA,IKEA,977.12,Retail
card_296,HKG,Cathay Pacific,197.74,Travel
card_275,USA,Williams-Sonoma,13.28,Retail
card_156,USA,Whole Foods,135.74,Groceries
card_413,USA,Southwest Airlines,184.31,Travel
card_15,USA,Zara,749.64,Retail
card_4,FRA,Carrefour,275.22,Groceries
card_327,USA,Hyatt,679.33,Hotels
card_387,USA,AMC Theatres,16.64,Streaming
card_143,USA,Comcast,437.23,Telecom
card_183,USA,Lululemon,724.83,Retail
card_354,USA,General Motors,144.37,Automotive
card_435,USA,Target,180.94,Groceries
card_251,GBR,Tesco,187.85,Groceries
card_344,USA,The Home Depot,639.5,Retail
card_348,USA,Papa Johns,80.19,Restaurants
card_36,USA,McDonalds,217.08,Restaurants
card_273,USA,Amazon,9.11,E-commerce
card_114,USA,Whole Foods,67.79,Groceries
card_290,USA,Dominos Pizza,264.47,Restaurants
card_183,USA,Ford,3719.74,Automotive
card_139,USA,Nike,18.68,Retail
card_276,USA,Best Buy,252.13,Retail
card_365,USA,Costco,72.18,Groceries
card_19,USA,Apple,1426.95,Technology
card_379,USA,Marriott International,408.96,Hotels
card_200,USA,Best Buy,67.21,Retail
card_141,USA,Disney,25.65,Streaming
card_456,USA,Neiman Marcus,734.07,Retail
card_321,USA,Google,3072.99,Technology
